Round,Player,Team,Age,POS1,POS2,Price,Priced at,PTS,MP,AVG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,,Total base,,Base exceeds price premium
1,T. Couchman,SGI,,MID,EDG,528000,39.11,58,70,58,,,,,,,,47,,-4,,4,-2,4,,11,,,,,,,-2,,,56,,16.89
1,J. Liddle,SGI,,HOK,,708000,52.44,55,26,55,8,,,,,4,,16,6,,,8,,4,,9,,,,,,,,,,39,,-13.439999999999998
1,V. Kikau,CBY,,EDG,,511000,37.85,55,78,55,,,,,10,,4,27,2,,,12,-6,,,6,,,,,,,,,,41,,3.1499999999999986
1,C. Tracey,CBY,,WFB,,503000,37.26,55,80,55,8,,,,5,4,2,4,12,-2,,,,,,22,,,,,,,,,,38.5,,1.240000000000002
1,M. King,CBY,,MID,,657000,48.67,51,48,51,,,,,,,,29,4,-4,,4,,4,,14,,,,,,,,,,47,,-1.6700000000000017
1,H. Hayes,CBY,,MID,,395000,29.26,49,39,49,,,,,,,,29,4,-6,,,,8,,14,,,,,,,,,,41,,11.739999999999998
1,M. Burton,CBY,,HLF,,709000,52.52,48,80,48,,,8,,,,,17,8,-6,,,-2,,,12,14,,-2,,,,-1,,,51,,-1.5200000000000031
1,E. Guler,SGI,,MID,,380000,28.15,47,54,47,,,,,,,,44,2,-4,,4,-2,4,,5,,,-6,,,,,,,49,,20.85
1,D. Cook,SGI,,HOK,,757000,56.07,46,58,46,,,,,,,,40,,-4,,,,8,,2,,,,,,,,,,38,,-18.07
1,J. Preston,CBY,,EDG,,695000,51.48,42,80,42,,,,,,,,30,6,-4,,,,,,12,,,-2,,,,,,,44,,-7.479999999999997
1,J. De Belin,SGI,,MID,,637000,47.19,42,54,42,,,,,,,,37,,-8,,,,,,13,,,,,,,,,,42,,-5.189999999999998
1,M. Suli,SGI,,CTR,,475000,35.19,42,80,42,,,,,,,,8,12,-2,,8,-2,4,,14,,,,,,,,,,38,,2.8100000000000023
1,H. Stewart,SGI,,MID,,230000,17.04,42,43,42,,,,,,,,38,2,-4,,,-2,4,,4,,,,,,,,,,38,,20.96
1,L. Leilua,SGI,,EDG,,560000,41.48,38,64,38,,,,,,,,29,6,-4,,4,-2,,,6,,,,,,,-1,,,39,,-2.479999999999997
1,J. Su'A,SGI,,EDG,,661000,48.96,36,80,36,,,,,,,,23,10,-8,2,,-4,4,,9,,,,,,,,,,32,,-16.96
1,K. Mann,CBY,,MID,,496000,36.74,34,36,34,,,,,5,,2,19,,-2,,,-2,4,,8,,,,,,,,,,23,,-13.740000000000002
1,J. Salmon,CBY,,MID,EDG,455000,33.70,34,44,34,,,,,,,,26,,-2,,,,4,,8,,,-2,,,,,,,32,,-1.7000000000000028
1,M. Montoya,CBY,,CTR,WFB,356000,26.37,34,80,34,8,,,,,4,,8,2,,,,-6,4,,13,,1,,,,,,,,18,,-8.370000000000001
1,T. Sexton,CBY,,HLF,,497000,36.81,33,80,33,,,,,5,,2,24,,-4,,,-2,4,,4,,,,,,,,,,24.5,,-12.310000000000002
1,K. Flanagan,SGI,,HLF,,440000,32.59,28,80,28,,,,,,,2,20,,,,,,4,,1,1,,,,,,,,,22,,-10.590000000000003
1,B. Xerri,CBY,,CTR,,443000,32.81,27,80,27,,,,,,4,,10,8,-8,,,-2,4,,11,,,,,,,,,,19,,-13.810000000000002
1,L. Ilias,SGI,,HLF,,400000,29.63,27,80,27,,5,,,,,,11,4,-6,,,-4,,,3,14,,,,,,,,,22,,-7.629999999999999
1,C. Gutherson,SGI,,WFB,,600000,44.44,26,80,26,,,,,,,2,5,,-8,,12,,,,13,,2,,,,,,,,24,,-20.439999999999998
1,R. Faitala-Mariner,SGI,,MID,EDG,472000,34.96,24,24,24,,,,,,,,21,,-2,,,,,,5,,,,,,,,,,24,,-10.96
1,B. Wilson,CBY,,WFB,,384000,28.44,24,80,24,8,,,,,4,,5,2,-8,,,,,,15,,,-2,,,,,,,14,,-14.440000000000001
1,R. Mahoney,CBY,,HOK,,663000,49.11,21,80,21,,,,,,,,32,,-14,,,-4,4,,3,,,,,,,,,,17,,-32.11
1,M. Feagai,SGI,,WFB,,401000,29.70,20,80,20,,,,,,4,,1,6,-2,,,-8,,,13,,6,,,,,,,,16,,-13.7
1,D. Suluka-Fifita,CBY,,MID,,250000,18.52,19,23,19,,,,,,,,14,,-2,,,,4,,5,,,-2,,,,,,,17,,-1.5199999999999996
1,B. Hayward,CBY,,MID,,369000,27.33,16,20,16,,,,,,,,19,,-2,,,,,,1,,,-2,,,,,,,18,,-9.329999999999998
1,S. Crichton,CBY,,CTR,,435000,32.22,13,71,13,,,,,,,,5,,-4,2,,,,,10,,,,,,,,,,13,,-19.22
1,R. Couchman,SGI,,EDG,,358000,26.52,0,7,,,,,,,,,1,,-2,,,,,,1,,,,,,,,,,,,-26.52
1,D. Cherry-Evans,MAN,,HLF,,725000,53.70,78,80,78,8,,,,10,8,4,18,8,-4,,4,-4,4,,13,7,,,,,2,,,,49,,-4.700000000000003
1,H. Olakau'atu,MAN,,EDG,,672000,49.78,69,67,69,8,,,,,4,2,20,16,,,4,,,,15,,,,,,,,,,55,,5.219999999999999
1,J. Bateman,NQL,,EDG,,595000,44.07,57,80,57,,,,,,,,44,4,-8,2,,,8,,7,,,,,,,,,,49,,4.93
1,T. Trbojevic,MAN,,WFB,,700000,51.85,56,80,56,,,,,10,4,6,1,16,-6,,4,-4,,,20,,5,,,,,,,,41,,-10.850000000000001
1,R. Garrick,MAN,,CTR,WFB,583000,43.19,55,80,55,8,,14,,,,,17,,-2,,4,,,,11,1,,,,,2,,,,47,,3.8100000000000023
1,B. Burns,NQL,,CTR,WFB,500000,37.04,54,80,54,8,,,,,4,,9,18,-4,,,,,,21,,,-2,,,,,,,44,,6.960000000000001
1,T. Sipley,MAN,,MID,,423000,31.33,54,40,54,8,,,,,4,,21,8,,,4,,,,11,,,-2,,,,,,,44,,12.670000000000002
1,J. Saab,MAN,,WFB,,422000,31.26,53,80,53,8,,,,5,20,,3,6,-2,,,-8,4,,17,,,,,,,,,,18.5,,-12.760000000000002
1,E. Bullemor,MAN,,MID,EDG,391000,28.96,53,41,53,8,,,,,,,29,4,-2,,,,,,14,,,,,,,,,,45,,16.04
1,S. McIntyre,NQL,,EDG,MID,416000,30.81,51,43,51,,,,,,,,36,2,,,,,4,,9,,,,,,,,,,47,,16.19
1,T. Paseka,MAN,,MID,,473000,35.04,50,53,50,,,,,5,,2,18,2,,,8,,,,15,,,,,,,,,,43,,7.960000000000001
1,V. Vailea,NQL,,CTR,,363000,26.89,48,80,48,,,,,,4,,11,12,,,4,-2,,,20,,,,,,,-1,,,45,,18.11
1,J. Trbojevic,MAN,,MID,,596000,44.15,46,74,46,,,,,,,,34,,-2,,,,,,14,,,,,,,,,,46,,1.8500000000000014
1,L. Brooks,MAN,,HLF,,550000,40.74,46,80,46,,,,,,,,17,4,-4,,,,,,16,11,,,,,2,,,,46,,5.259999999999998
1,T. Duffy,NQL,,HLF,,250000,18.52,39,80,39,,,2,,,,,25,,-2,,,-2,,,4,14,,-2,,,,,,,41,,22.48
1,R. Cotter,NQL,,MID,,668000,49.48,38,51,38,,,,,,,,35,,-2,,,,,,5,,,,,,,,,,38,,-11.479999999999997
1,S. Drinkwater,NQL,,WFB,,654000,48.44,38,80,38,8,,2,,,4,,5,6,-10,,4,,4,,10,3,2,,,,,,,,22,,-26.439999999999998
1,H. Edwards,NQL,,MID,,371000,27.48,37,46,37,,,,,,,,31,,-4,,4,,,,8,,,-2,,,,,,,39,,11.52
1,C. Hess,NQL,,MID,EDG,475000,35.19,37,29,37,,,,,,,,23,,,,4,-2,,,12,,,,,,,,,,37,,1.8100000000000023
1,J. Simpkin,MAN,,HOK,,371000,27.48,36,50,36,,,,,,,,37,2,-4,,,,,,3,,,-2,,,,,,,38,,10.52
1,L. Hopoate,MAN,,WFB,,514000,38.07,35,80,35,,,,,5,4,,2,2,-4,,4,-2,,,22,,2,,,,,,,,28.5,,-9.57
1,R. Robson,NQL,,HOK,,655000,48.52,34,80,34,,,,,,,,42,,-6,,,-2,4,,3,,,-6,,,,-1,,,37,,-11.520000000000003
1,J. McLean,NQL,,MID,,430000,31.85,33,34,33,,,,,,,,27,,,,,,,,6,,,,,,,,,,33,,1.1499999999999986
1,G. Neame,NQL,,MID,,451000,33.41,29,37,29,,,,,,,,31,,-6,,,,,,5,,,,,,,-1,,,30,,-3.4099999999999966
1,B. Trbojevic,MAN,,EDG,CTR,415000,30.74,29,80,29,8,,,,,,,28,2,-12,,,,,,8,,,-4,,,,-1,,,26,,-4.739999999999998
1,T. Dearden,NQL,,HLF,,580000,42.96,22,80,22,,,,,,,,18,8,-12,,,-2,4,,6,1,1,-2,,,,-2,2,,22,,-20.96
1,J. Nanai,NQL,,EDG,,581000,43.04,18,58,18,,,,,,,,23,2,-6,,,-2,,,1,,,,,,,,,,18,,-25.04
1,J. Tevaga,MAN,,MID,HOK,412000,30.52,17,51,17,,,,,,,,20,,-6,,,-2,,,5,,,,,,,,,,17,,-13.52
1,S. Taukeiaho,MAN,,MID,,400000,29.63,16,22,16,,,,,,,2,6,,,,,,,,8,,,,,,,,,,14,,-15.629999999999999
1,J. Purdue,NQL,,CTR,,250000,18.52,15,80,15,,,,,,,,13,,-8,,,,,,10,,,,,,,,,,15,,-3.5199999999999996
1,K. Lawton,NQL,,HOK,EDG,400000,29.63,14,22,14,,,,,,,,12,,,,,,,,4,,,-2,,,,,,,16,,-13.629999999999999
1,T. Koula,MAN,,CTR,WFB,424000,31.41,12,58,12,,,,,,,2,6,2,-4,,,-2,,,10,,,-2,,,,,,,12,,-19.41
1,M. Taulagi,NQL,,WFB,,501000,37.11,8,80,8,,,,,,,,4,2,-4,,,-4,,,11,,1,-2,,,,,,,10,,-27.11
1,C. Waddell,MAN,,MID,EDG,407000,30.15,7,22,7,,,,,,,,8,,-2,,,,,,1,,,,,,,,,,7,,-23.15
1,N. Meaney,MEL,,CTR,WFB,550000,40.74,71,80,71,8,,16,,5,4,,20,4,-6,,,-2,4,,19,,,,,,,-1,,,53.5,,12.759999999999998
1,R. Papenhuyzen,MEL,,WFB,,530000,39.26,70,80,70,16,5,,,,12,2,3,10,,,4,,,,15,,3,,,,,,,,40,,0.740000000000002
1,E. Katoa,MEL,,EDG,,700000,51.85,64,70,64,8,,,,,4,,31,14,-2,,,,,,10,,,,,,,-1,,,53,,1.1499999999999986
1,J. Howarth,MEL,,EDG,CTR,450000,33.33,60,80,60,,,,,10,8,,9,14,,,,-4,,,24,,1,-2,,,,,,,44,,10.670000000000002
1,C. Munster,MEL,,HLF,,589000,43.63,53,80,53,,,,,10,,6,20,6,-2,,4,-2,4,,6,4,,-2,,,,-1,,,41,,-2.6300000000000026
1,X. Coates,MEL,,WFB,,450000,33.33,49,80,49,16,,,,,4,,2,10,-2,,4,-2,,,15,,2,,,,,,,,29,,-4.329999999999998
1,J. King,MEL,,MID,,510000,37.78,48,41,48,8,,,,,4,,21,,,2,4,,,,10,,,,,,,-1,,,37,,-0.7800000000000011
1,J. Hopgood,PAR,,MID,EDG,743000,55.04,47,72,47,,,,,,,,37,,-10,,12,,,,11,,,-2,,,,-1,,,50,,-5.039999999999999
1,J. Hughes,MEL,,HLF,,825000,61.11,46,59,46,8,,,,5,,2,14,2,-2,,4,-2,,,6,9,,,,,,,,,33.5,,-27.61
1,W. Penisini,PAR,,CTR,,535000,39.63,45,80,45,8,,,,,,,11,12,-8,,4,,,,18,,,,,,,,,,37,,-2.6300000000000026
1,S. Blore,MEL,,EDG,,586000,43.41,42,80,42,,,,,,,2,16,4,,,12,,,,8,,,,,,,,,,40,,-3.4099999999999966
1,H. Grant,MEL,,HOK,,730000,54.07,40,75,40,8,,,,,,2,28,2,-4,,,-2,,,5,1,,,,,,,,,30,,-24.07
1,T. Loiero,MEL,,MID,EDG,600000,44.44,38,42,38,,,,,,,,16,4,-2,,12,,,,10,,,-2,,,,,,,40,,-4.439999999999998
1,J. Williams,PAR,,MID,EDG,505000,37.41,38,65,38,,,,,,4,,20,2,-4,,4,,,,12,,,,,,,,,,34,,-3.4099999999999966
1,W. Warbrick,MEL,,WFB,,433000,32.07,35,80,35,8,,,,,,,3,,-4,,4,-2,8,,18,,,,,,,,,,19,,-13.07
1,R. Volkman,PAR,,HLF,,374000,27.70,35,80,35,,,,,,,,22,2,-6,2,,-4,,,1,14,,,,,4,,,,35,,7.300000000000001
1,T. Wishart,MEL,,HLF,,550000,40.74,33,48,33,,,,,,,,25,8,-4,,,-2,,,8,,,-2,,,,,,,35,,-5.740000000000002
1,J. Paulo,PAR,,MID,,550000,40.74,33,50,33,,,,,,,,24,2,-4,,4,,,,7,,,,,,,,,,33,,-7.740000000000002
1,D. Brown,PAR,,HLF,,651000,48.22,32,80,32,,,,,10,,2,17,,-4,,,,,,6,1,,,,,,,,,25,,-23.22
1,S. Utoikamanu,MEL,,MID,,600000,44.44,31,42,31,,,,,,,,23,2,,,,-2,,,8,,,,,,,,,,31,,-13.439999999999998
1,Z. Lomax,PAR,,CTR,WFB,668000,49.48,30,80,30,,,6,,,,,16,,-2,4,,-6,,,10,,,,,,2,,,,30,,-19.479999999999997
1,T. Kamikamica,MEL,,MID,,373000,27.63,29,39,29,,,,,,,,23,,,,,,,,7,,1,,,,,-2,,,31,,3.370000000000001
1,I. Iongi,PAR,,WFB,,350000,25.93,28,80,28,8,,,,,4,,3,6,-8,,,-4,,,17,,2,,,,,,,,16,,-9.93
1,A. MacDonald,MEL,,MID,,391000,28.96,27,33,27,,5,,,,,,16,,,2,,-2,,,6,,,,,,,,,,22,,-6.960000000000001
1,C. Guymer,PAR,,EDG,,300000,22.22,27,67,27,,,,,,,,21,4,-2,,,,,,4,,,,,,,,,,27,,4.780000000000001
1,L. Vaalepu,MEL,,MID,,291000,21.56,26,31,26,,,,,,,,20,2,,,,,,,4,,,,,,,,,,26,,4.440000000000001
1,J. Tago,PAR,,WFB,,268000,19.85,26,80,26,8,5,,,,,,9,,-4,,4,-2,4,,3,,1,-2,,,,,,,16,,-3.8500000000000014
1,R. Smith,PAR,,HOK,,230000,17.04,21,53,21,,,,,,,,26,,-4,,,-4,,,1,2,,,,,,,,,21,,3.960000000000001
1,J. Ofahengaue,PAR,,MID,,490000,36.30,19,28,19,,,,,,,,18,,-2,,,,,,3,,,,,,,,,,19,,-17.299999999999997
1,K. Tuilagi,PAR,,EDG,,420000,31.11,18,61,18,,,,,,,,19,,-8,,4,-2,,,7,,,-2,,,,,,,20,,-11.11
1,S. Tuivaiti,PAR,,MID,,230000,17.04,14,18,14,,,,,,,,12,,-2,,,,,,4,,,,,,,,,,14,,-3.039999999999999
1,M. Doorey,PAR,,EDG,,250000,18.52,13,37,13,,,,,,,,12,,-2,,,,,,5,,,-2,,,,,,,15,,-3.5199999999999996
1,B. Hands,PAR,,HOK,,389000,28.81,9,27,9,,,,,,,,15,,-6,,,,,,,,,,,,,,,,9,,-19.81
1,S. Russell,PAR,,CTR,WFB,350000,25.93,4,80,4,,,,,,,,3,,-6,,,-2,,,8,,1,,,,,,,,4,,-21.93
