Player,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG
W. Warbrick
MEL @ BRI | WFB
$326K  |  -$144k ( -$10k ), -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,, -$10k ,29,28.6,,,,,,,,,19,,,,,,,,10,,,,,,,,
W. Kennedy
CRO @ MAN | WFB
$392K  |  -$109k ( -$9k ), -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,, -$9k ,23,28.9,,,,,,,,,4,4,-4,,,,,,13,,4,,,,2,,
M. Lodge
MAN v CRO | MID
$357K  |  -$108k ( -$10k ), -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,, -$10k ,23,25.7,,,,,,,,,13,,-2,2,,-2,,,12,,,,,,,,
D. Atkinson
CRO @ MAN | HLF, WFB
$451K  |  $201k ( -$31k ), -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,, -$31k ,21,33.6,,8,,,,,,,13,,,,,,,,2,,,-2,,,,,
R. Garrick
MAN v CRO | CTR, WFB
$541K  |  -$98k ( -$9k ), -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,, -$9k ,20,43.7,,,,4,,,,,22,,-12,,,-4,,,12,,,-2,,,,,
L. Hopoate
MAN v CRO | WFB
$489K  |  $259k ( -$16k ), -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,, -$16k ,17,37.8,,,5,,,,,,7,2,-6,,4,-4,4,,4,,1,,,,,,
N. Brown
MAN v CRO | MID
